14-Digit PIN #,Street Number,Dir.,Street Name,Type,Sq. Ft.,Ward,Community Area,Zoning Classification,TIF District,Location
16-09-405-002-0000,323,N,LAMON,AVE,2335,28,AUSTIN,C1-2,NOT IN TIF,"323 N LAMON AVE
CHICAGO, IL
(41.88654964700049, -87.74787360599964)"
20-26-403-017-0000,7535,S,DORCHESTER,AVE,3123,8,SOUTH SHORE,RS-3,NOT IN TIF,"7535 S DORCHESTER AVE
CHICAGO, IL
(41.75771211900047, -87.59070541199969)"
16-09-403-037-0000,5136,W,FULTON,ST,4925,28,AUSTIN,RS-3,NOT IN TIF,"5136 W FULTON ST
CHICAGO, IL
(41.8856785210005, -87.75433099299966)"
20-07-412-008-0000,5219,S,WOOD,ST,3142,16,NEW CITY,RS-3,NOT IN TIF,"5219 S WOOD ST
CHICAGO, IL
(41.79885063000046, -87.66953342199969)"
25-21-417-024-0000,11726,S,WENTWORTH,,4908,34,WEST PULLMAN,RS-3,NOT IN TIF,"11726 S WENTWORTH
CHICAGO, IL
(41.68083345100047, -87.62757964199966)"
16-10-317-001-0000,4459,W,FULTON,,2724,28,WEST GARFIELD PARK,RT-4,NOT IN TIF,"4459 W FULTON
CHICAGO, IL
(41.88533417600047, -87.73703218399964)"
20-10-217-035-0000,4926,S,FORRESTVILLE,AVE,3123,4,GRAND BOULEVARD,RM-5,NOT IN TIF,"4926 S FORRESTVILLE AVE
CHICAGO, IL
(41.80527533200046, -87.61260465599969)"
20-16-207-030-0000,5623,S,LAFAYETTE,AV,2401,3,WASHINGTON PARK,RS-3,NOT IN TIF,"5623 S LAFAYETTE AV
CHICAGO, IL
(41.79200146700049, -87.62669388899968)"
20-15-124-008-0000,5829,S,CALUMET,AVE,5329,20,WASHINGTON PARK,RM-5,NOT IN TIF,"5829 S CALUMET AVE
CHICAGO, IL
(41.788431698000466, -87.61740419299969)"
20-29-221-019-0000,7347,S,SANGAMON,ST,3117,17,ENGLEWOOD,RS-3,NOT IN TIF,"7347 S SANGAMON ST
CHICAGO, IL
(41.7606536990005, -87.64786741699965)"
25-21-315-019-0000,11624,S,EGGLESTON,,3976,34,WEST PULLMAN,RS-2,NOT IN TIF,"11624 S EGGLESTON
CHICAGO, IL
(41.6825796330005, -87.63364675799966)"
25-08-301-018-0000,9961,S,CHARLES,,3381,34,BEVERLY,RS-2,NOT IN TIF,"9961 S CHARLES
CHICAGO, IL
(41.712378335000494, -87.66088819599969)"
20-15-311-007-0000,6037,S,CALUMET,AVE,5062,20,WASHINGTON PARK,RM-5,NOT IN TIF,"6037 S CALUMET AVE
CHICAGO, IL
(41.784965016000456, -87.61732404999964)"
16-15-115-008-0000,4441,W,ADAMS,ST,3042,28,WEST GARFIELD PARK,RT-4,NOT IN TIF,"4441 W ADAMS ST
CHICAGO, IL
(41.87779345700045, -87.73699030399968)"
25-09-205-022-0000,9520,S,PERRY,AVE,4436,21,ROSELAND,RS-3,NOT IN TIF,"9520 S PERRY AVE
CHICAGO, IL
(41.72104211700048, -87.62624595999966)"
25-02-414-005-0000,1243,E,93RD,ST,4506,8,BURNSIDE,RS-3,NOT IN TIF,"1243 E 93RD ST
CHICAGO, IL
(41.7258462580005, -87.59338840299966)"
13-33-410-009-0000,4827,W,CORTLAND,ST,2740,36,BELMONT CRAGIN,RS-3,NOT IN TIF,"4827 W CORTLAND ST
CHICAGO, IL
(41.91505364200049, -87.74719030299968)"
20-20-305-022-0000,6745,S,ADA,ST,3137,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6745 S ADA ST
CHICAGO, IL
(41.77091125300046, -87.65787348299966)"
17-34-410-007-0000,3613,S,ELLIS,AVE,1826,4,OAKLAND,RM-5,NOT IN TIF,"3613 S ELLIS AVE
CHICAGO, IL
(41.828979208000476, -87.60801573299966)"
16-15-207-005-0000,4045,W,MONROE,,3033,28,WEST GARFIELD PARK,RT-4,NOT IN TIF,"4045 W MONROE
CHICAGO, IL
(41.879702788000486, -87.72742982199969)"
20-19-220-008-0000,6525,S,WOOD,ST,3715,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6525 S WOOD ST
CHICAGO, IL
(41.775011072000495, -87.66893423599964)"
16-15-220-018-0000,4311,W,GLADYS,AVE,3120,28,WEST GARFIELD PARK,RT-4,NOT IN TIF,"4311 W GLADYS AVE
CHICAGO, IL
(41.87605188800046, -87.73319428999969)"
25-20-121-007-0000,1419,W,113TH,PL,3123,34,MORGAN PARK,RS-2,NOT IN TIF,"1419 W 113TH PL
CHICAGO, IL
(41.687492963000466, -87.65781010699965)"
19-35-312-012-0000,3748,W,84TH,PL,1779,18,ASHBURN,RS-2,NOT IN TIF,"3748 W 84TH PL
CHICAGO, IL
(41.740467967000484, -87.71622042399969)"
20-10-226-039-0000,734,E,50TH,PL,3359,4,GRAND BOULEVARD,RM-5,NOT IN TIF,"734 E 50TH PL
CHICAGO, IL
(41.803175782000494, -87.60762411699966)"
20-07-401-035-0000,5128,S,WOLCOTT,,3117,16,NEW CITY,RS-3,NOT IN TIF,"5128 S WOLCOTT
CHICAGO, IL
(41.800349748000485, -87.67207765999967)"
20-08-317-035-0000,5440,S,LAFLIN,ST,3113,20,NEW CITY,RS-3,NOT IN TIF,"5440 S LAFLIN ST
CHICAGO, IL
(41.79465978100046, -87.6622072139997)"
25-34-406-012-0000,13449,S,CORLISS,AVE,13122,9,RIVERDALE,RS-2,NOT IN TIF,"13449 S CORLISS AVE
CHICAGO, IL
(41.65047130100049, -87.60215374299969)"
20-16-215-006-0000,5719,S,LAFAYETTE,AVE,2485,20,WASHINGTON PARK,RS-3,NOT IN TIF,"5719 S LAFAYETTE AVE
CHICAGO, IL
(41.7904167370005, -87.62664021599966)"
20-16-220-036-0000,5764,S,LAFAYETTE,,2482,20,WASHINGTON PARK,RS-3,NOT IN TIF,"5764 S LAFAYETTE
CHICAGO, IL
(41.78907006200046, -87.62667775599965)"
20-17-123-027-0000,5704,S,RACINE,AVE,3112,16,WEST ENGLEWOOD,B1-1,NOT IN TIF,"5704 S RACINE AVE
CHICAGO, IL
(41.79025921600049, -87.65479688999966)"
20-16-204-052-0000,5626,S,LA SALLE,ST,3173,3,ENGLEWOOD,RS-3,NOT IN TIF,"5626 S LA SALLE ST
CHICAGO, IL
(41.79196920300046, -87.62926693399965)"
20-02-103-030-0000,3966,S,LAKE PARK,,10163,4,OAKLAND,RM-5,NOT IN TIF,"3966 S LAKE PARK
CHICAGO, IL
(41.823202954000465, -87.60275869099968)"
20-11-216-005-0000,4725,S,LAKE PARK,AVE,2627,4,KENWOOD,RM-5,NOT IN TIF,"4725 S LAKE PARK AVE
CHICAGO, IL
(41.80932938100045, -87.59195352799969)"
20-07-306-020-0000,5134,S,DAMEN,AVE,3021,16,NEW CITY,B3-1,NOT IN TIF,"5134 S DAMEN AVE
CHICAGO, IL
(41.80020917000047, -87.67450782299966)"
21-31-224-023-0000,8106,S,BRANDON,AVE,3139,7,SOUTH CHICAGO,RS-3,NOT IN TIF,"8106 S BRANDON AVE
CHICAGO, IL
(41.7480903120005, -87.54676701299968)"
20-15-105-009-0000,219,E,55,PL,2961,20,WASHINGTON PARK,RM-5,NOT IN TIF,"219 E 55 PL
CHICAGO, IL
(41.79381815200048, -87.62044882399965)"
25-22-317-012-0000,11731,S,CALUMET,,2434,9,WEST PULLMAN,RS-3,NOT IN TIF,"11731 S CALUMET
CHICAGO, IL
(41.68046174000045, -87.61463410799968)"
20-16-101-040-0000,5659,S,EMERALD,AVE,6150,20,ENGLEWOOD,RS-3,NOT IN TIF,"5659 S EMERALD AVE
CHICAGO, IL
(41.79134206000049, -87.64382205699968)"
20-16-206-077-0000,5628,S,LAFAYETTE,AVE,2457,3,WASHINGTON PARK,RS-3,NOT IN TIF,"5628 S LAFAYETTE AVE
CHICAGO, IL
(41.79185973600045, -87.62675726499964)"
25-04-109-005-0000,8815,S,EMERALD,AVE,4947,21,AUBURN GRESHAM,RS-2,NOT IN TIF,"8815 S EMERALD AVE
CHICAGO, IL
(41.7339819070005, -87.64229382799965)"
25-34-305-006-0000,327,E,134TH,PL,3320,9,RIVERDALE,,NOT IN TIF,"327 E 134TH PL
CHICAGO, IL
(41.65178991500045, -87.61363686599964)"
20-09-419-023-0000,5322,S,LA SALLE,ST,7028,3,FULLER PARK,M1-2,NOT IN TIF,"5322 S LA SALLE ST
CHICAGO, IL
(41.7980703450005, -87.62974325299967)"
20-08-220-001-0000,5035,S,MORGAN,ST,6253,20,NEW CITY,RS-3,NOT IN TIF,"5035 S MORGAN ST
CHICAGO, IL
(41.80225774200045, -87.65015882099965)"
20-08-409-029-0000,5214,S,ABERDEEN,ST,2986,20,NEW CITY,RS-3,NOT IN TIF,"5214 S ABERDEEN ST
CHICAGO, IL
(41.79911911200048, -87.65259718399966)"
25-16-206-020-0000,249,W,104TH,ST,3113,34,ROSELAND,RS-3,NOT IN TIF,"249 W 104TH ST
CHICAGO, IL
(41.70523349400048, -87.63018069299966)"
20-10-212-001-0000,4801,S,CHAMPLAIN,AVE,3119,4,GRAND BOULEVARD,RM-5,NOT IN TIF,"4801 S CHAMPLAIN AVE
CHICAGO, IL
(41.807531921000475, -87.61010333499968)"
25-28-414-020-0000,12336,S,EDBROOKE,AVE,4731,9,WEST PULLMAN,RS-2,NOT IN TIF,"12336 S EDBROOKE AVE
CHICAGO, IL
(41.66967868600045, -87.61817737299964)"
13-33-418-041-0000,5114,W,CONCORD,PL,3743,37,AUSTIN,RS-3,NOT IN TIF,"5114 W CONCORD PL
CHICAGO, IL
(41.9104975190005, -87.75338151299968)"
16-15-219-015-0000,4019,W,JACKSON,BLVD,3115,28,WEST GARFIELD PARK,RT-4,NOT IN TIF,"4019 W JACKSON BLVD
CHICAGO, IL
(41.8770523280005, -87.72605557599968)"
16-15-120-009-0000,4437,W,JACKSON,BLVD,6256,28,WEST GARFIELD PARK,RT-4,NOT IN TIF,"4437 W JACKSON BLVD
CHICAGO, IL
(41.876913113000455, -87.73683013699969)"
25-16-214-020-0000,10559,S,LA SALLE,ST,4448,34,ROSELAND,RS-3,NOT IN TIF,"10559 S LA SALLE ST
CHICAGO, IL
(41.701742080000486, -87.62690360399966)"
16-25-218-045-0000,2616,W,LUTHER,ST,1780,12,SOUTH LAWNDALE,RT-4,NOT IN TIF,"2616 W LUTHER ST
CHICAGO, IL
(41.847157740000455, -87.69113063999964)"
20-17-122-019-0000,5749,S,THROOP,,3119,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5749 S THROOP
CHICAGO, IL
(41.78958914500049, -87.65714563899968)"
20-20-411-034-0000,6832,S,MORGAN,,3123,6,ENGLEWOOD,RS-3,NOT IN TIF,"6832 S MORGAN
CHICAGO, IL
(41.769568844000446, -87.64938692699968)"
13-22-320-047-0000,3200,N,KILPATRICK,AVE,1360,30,PORTAGE PARK,M1-1,NOT IN TIF,"3200 N KILPATRICK AVE
CHICAGO, IL
(41.939079870000455, -87.74393741099965)"
20-33-309-025-0000,8428,S,GILBERT,CT,3103,21,AUBURN GRESHAM,RS-3,NOT IN TIF,"8428 S GILBERT CT
CHICAGO, IL
(41.73999898900047, -87.64236376899964)"
25-34-409-025-0000,936,E,135TH,ST,5310,9,RIVERDALE,RS-2,NOT IN TIF,"936 E 135TH ST
CHICAGO, IL
(41.65003804300045, -87.59874068399967)"
20-19-129-025-0000,6608,S,DAMEN,AVE,3130,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6608 S DAMEN AVE
CHICAGO, IL
(41.77354997800046, -87.67379686499964)"
16-09-405-034-0000,4830,W,FULTON,ST,3130,28,AUSTIN,RT-4,NOT IN TIF,"4830 W FULTON ST
CHICAGO, IL
(41.88577231400046, -87.74679129199967)"
20-08-312-024-0000,5308,S,JUSTINE,ST,3018,16,NEW CITY,RS-3,NOT IN TIF,"5308 S JUSTINE ST
CHICAGO, IL
(41.797359577000464, -87.66349776999965)"
20-17-118-020-0000,5751,S,LAFLIN,ST,3091,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5751 S LAFLIN ST
CHICAGO, IL
(41.788921417000495, -87.66196408299965)"
20-08-416-019-0000,5349,S,MAY,ST,3104,20,NEW CITY,RS-3,NOT IN TIF,"5349 S MAY ST
CHICAGO, IL
(41.79640087900049, -87.65368378599965)"
20-16-219-042-0000,5754,S,PERRY,AVE,2467,20,WASHINGTON PARK,M1-1,NOT IN TIF,"5754 S PERRY AVE
CHICAGO, IL
(41.789330478000466, -87.62771711499965)"
16-04-423-015-0000,815,N,LARAMIE,AVE,3131,37,AUSTIN,RS-3,NOT IN TIF,"815 N LARAMIE AVE
CHICAGO, IL
(41.895491353000466, -87.75558352399969)"
20-15-312-041-0000,6120,S,WABASH,AVE,20490,20,WASHINGTON PARK,M1-2,NOT IN TIF,"6120 S WABASH AVE
CHICAGO, IL
(41.78326436100048, -87.62381759599964)"
20-16-219-051-0000,100,W,59TH,ST,8682,20,WASHINGTON PARK,M1-1,NOT IN TIF,"100 W 59TH ST
CHICAGO, IL
(41.7873549250005, -87.62776857299968)"
20-20-417-006-0000,6915,S,MAY,,3089,6,ENGLEWOOD,RS-3,NOT IN TIF,"6915 S MAY
CHICAGO, IL
(41.76838051900046, -87.65293173399965)"
20-08-217-038-0000,1022,W,51ST,ST,3128,20,NEW CITY,B3-2,NOT IN TIF,"1022 W 51ST ST
CHICAGO, IL
(41.801528533000464, -87.65116144099966)"
20-16-202-038-0000,5653,S,PRINCETON,AVE,3194,3,ENGLEWOOD,RS-3,NOT IN TIF,"5653 S PRINCETON AVE
CHICAGO, IL
(41.79114186400045, -87.63288394599965)"
20-17-308-043-0000,1534,W,61ST,ST,2850,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"1534 W 61ST ST
CHICAGO, IL
(41.78315513700045, -87.66325732099966)"
25-34-407-009-0000,13429,S,MARYLAND,AVE,5280,9,RIVERDALE,RS-2,NOT IN TIF,"13429 S MARYLAND AVE
CHICAGO, IL
(41.65081007100048, -87.60091619299965)"
20-16-219-003-0000,5743,S,LA SALLE,ST,3042,20,ENGLEWOOD,RS-3,NOT IN TIF,"5743 S LA SALLE ST
CHICAGO, IL
(41.78976026000049, -87.62912738599965)"
20-27-403-009-0000,7513,S,RHODES,AVE,3102,6,GREATER GRAND CROSSING,RS-2,NOT IN TIF,"7513 S RHODES AVE
CHICAGO, IL
(41.758020676000456, -87.61141347999967)"
16-16-205-043-0000,4918,W,ADAMS,ST,3736,28,AUSTIN,RT-4,NOT IN TIF,"4918 W ADAMS ST
CHICAGO, IL
(41.87857261400046, -87.74779443099965)"
25-09-415-004-0000,10001,S,STATE,,3649,9,ROSELAND,RS-3,NOT IN TIF,"10001 S STATE
CHICAGO, IL
(41.71250093600048, -87.62359425099964)"
21-31-225-023-0000,8222,S,MUSKEGON,AVE,2982,7,SOUTH CHICAGO,RS-3,NOT IN TIF,"8222 S MUSKEGON AVE
CHICAGO, IL
(41.74569932600048, -87.55522706599965)"
20-16-219-005-0000,5749,S,LA SALLE,ST,3038,20,ENGLEWOOD,RS-3,NOT IN TIF,"5749 S LA SALLE ST
CHICAGO, IL
(41.789521756000454, -87.62912405099968)"
25-34-308-011-0000,231,E,135TH,PL,7000,9,RIVERDALE,RS-2,NOT IN TIF,"231 E 135TH PL
CHICAGO, IL
(41.648901056000454, -87.61623964699965)"
20-07-409-037-0000,5232,S,WOLCOTT,AVE,3121,16,NEW CITY,RS-3,NOT IN TIF,"5232 S WOLCOTT AVE
CHICAGO, IL
(41.79841967600049, -87.67201774199964)"
25-02-411-032-0000,9242,S,HARPER,AVE,3135,8,CALUMET HEIGHTS,RS-2,NOT IN TIF,"9242 S HARPER AVE
CHICAGO, IL
(41.72699586400046, -87.58672772299968)"
20-19-229-029-0000,6624,S,PAULINA,,3685,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6624 S PAULINA
CHICAGO, IL
(41.77317894300046, -87.66652711899968)"
20-08-131-045-0000,1200,W,51ST,ST,6049,20,NEW CITY,B3-2,NOT IN TIF,"1200 W 51ST ST
CHICAGO, IL
(41.80146746200046, -87.65526125999969)"
20-31-430-042-0000,8635,S,MARSHFIELD,AVE,4069,21,AUBURN GRESHAM,RS-3,NOT IN TIF,"8635 S MARSHFIELD AVE
CHICAGO, IL
(41.73652140200045, -87.66424329599965)"
17-34-410-021-0000,745,E,36TH,ST,6896,4,OAKLAND,RM-5,NOT IN TIF,"745 E 36TH ST
CHICAGO, IL
(41.82969705800048, -87.60816288199965)"
20-26-223-023-0000,1530,E,74TH,ST,3776,7,SOUTH SHORE,RS-3,NOT IN TIF,"1530 E 74TH ST
CHICAGO, IL
(41.75968802800048, -87.58711070299967)"
20-20-417-021-0000,6955,S,MAY,,3007,6,ENGLEWOOD,RS-3,NOT IN TIF,"6955 S MAY
CHICAGO, IL
(41.7671513570005, -87.65290369099966)"
16-15-220-036-0000,4320,W,VAN BUREN,ST,3121,28,WEST GARFIELD PARK,RT-4,NOT IN TIF,"4320 W VAN BUREN ST
CHICAGO, IL
(41.8751985180005, -87.73371090999967)"
20-29-415-023-0000,7620,S,HALSTED,ST,5903,17,AUBURN GRESHAM,B1-2,NOT IN TIF,"7620 S HALSTED ST
CHICAGO, IL
(41.75520051300049, -87.64418897199965)"
20-07-409-025-0000,5202,S,WOLCOTT,AVE,3118,16,NEW CITY,RS-3,NOT IN TIF,"5202 S WOLCOTT AVE
CHICAGO, IL
(41.7993082160005, -87.67204247599966)"
14-31-502-001-0000,1759,N,MILWAUKEE,AVE,11451,32,LOGAN SQUARE,T,NOT IN TIF,"1759 N MILWAUKEE AVE
CHICAGO, IL
(41.91339562000047, -87.68206074999966)"
20-29-214-038-0000,7236,S,GREEN,ST,3118,6,ENGLEWOOD,RS-3,NOT IN TIF,"7236 S GREEN ST
CHICAGO, IL
(41.762279510000496, -87.64557748299967)"
20-19-229-002-0000,6603,S,HERMITAGE,AVE,3680,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6603 S HERMITAGE AVE
CHICAGO, IL
(41.77384161600048, -87.66768606999966)"
20-08-215-027-0000,5008,S,ABERDEEN,ST,3146,20,NEW CITY,RS-3,NOT IN TIF,"5008 S ABERDEEN ST
CHICAGO, IL
(41.80292970700049, -87.65268706199964)"
20-08-309-022-0000,5200,S,LAFLIN,ST,2950,20,NEW CITY,RS-3,NOT IN TIF,"5200 S LAFLIN ST
CHICAGO, IL
(41.79940948600046, -87.66232705099969)"
20-15-315-040-0000,6124,S,PRAIRIE,AVE,3345,20,WASHINGTON PARK,RM-5,NOT IN TIF,"6124 S PRAIRIE AVE
CHICAGO, IL
(41.783039019000455, -87.61896783899965)"
25-34-403-050-0000,732,E,134TH,PL,6417,9,RIVERDALE,RS-2,NOT IN TIF,"732 E 134TH PL
CHICAGO, IL
(41.65088727400047, -87.60395245499967)"
25-17-319-021-0000,1307,W,109TH,ST,4682,34,MORGAN PARK,RS-3,NOT IN TIF,"1307 W 109TH ST
CHICAGO, IL
(41.695813590000455, -87.65502043299966)"
25-34-408-015-0000,957,E,134TH,ST,5181,9,RIVERDALE,RS-2,NOT IN TIF,"957 E 134TH ST
CHICAGO, IL
(41.65188284600049, -87.59805046799966)"
20-26-304-030-0000,1024,E,76TH,ST,3123,8,GREATER GRAND CROSSING,RS-3,NOT IN TIF,"1024 E 76TH ST
CHICAGO, IL
(41.75684765300048, -87.59954036699969)"
26-18-206-012-0000,10729,S,BUFFALO,AVE,3123,10,EAST SIDE,RS-2,NOT IN TIF,"10729 S BUFFALO AVE
CHICAGO, IL
(41.700070119000486, -87.54372383699967)"
17-09-421-017-0000,77,E,RANDOLPH,,4307,42,LOOP,,NOT IN TIF,"77 E RANDOLPH
CHICAGO, IL
(41.88447859100046, -87.62503922399969)"
20-20-113-023-0000,6500,S,LAFLIN,ST,3008,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6500 S LAFLIN ST
CHICAGO, IL
(41.77578197700046, -87.66171156799965)"
20-07-203-022-0000,4749,S,HONORE,ST,3108,15,NEW CITY,RS-3,NOT IN TIF,"4749 S HONORE ST
CHICAGO, IL
(41.807121709000455, -87.67095418599968)"
26-30-307-035-0000,12650,S,CARONDOLET,AVE,2737,10,SOUTH DEERING,RS-2,NOT IN TIF,"12650 S CARONDOLET AVE
CHICAGO, IL
(41.66565183500046, -87.54958907999969)"
21-31-427-029-0000,8630,S,BALTIMORE,AVE,2994,10,SOUTH CHICAGO,RS-3,NOT IN TIF,"8630 S BALTIMORE AVE
CHICAGO, IL
(41.73836274900049, -87.54905544499968)"
20-04-443-025-0000,148,W,SWANN,ST,2402,3,FULLER PARK,RS-3,NOT IN TIF,"148 W SWANN ST
CHICAGO, IL
(41.80994979100046, -87.62977206099964)"
25-21-404-015-0000,11531,S,WENTWORTH,AVE,4525,34,WEST PULLMAN,RS-3,NOT IN TIF,"11531 S WENTWORTH AVE
CHICAGO, IL
(41.68429402400045, -87.62760331999965)"
20-18-222-019-0000,5749,S,PAULINA,ST,3121,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5749 S PAULINA ST
CHICAGO, IL
(41.7894653350005, -87.66685281699966)"
20-19-221-013-0000,0,S,HERMITAGE,,3678,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"0 S HERMITAGE
CHICAGO, IL
(41.87077611100045, -87.67028396599966)"
20-20-413-039-0000,6842,S,PEORIA,ST,3134,6,ENGLEWOOD,RS-3,NOT IN TIF,"6842 S PEORIA ST
CHICAGO, IL
(41.76933954000049, -87.64696713499967)"
26-30-306-021-0000,2942,E,127,ST,2757,10,SOUTH DEERING,RS-2,NOT IN TIF,"2942 E 127 ST
CHICAGO, IL
(41.664668565000454, -87.55144988599966)"
20-16-200-010-0000,5539,S,STEWART,AVE,38232,3,ENGLEWOOD,RS-3,NOT IN TIF,"5539 S STEWART AVE
CHICAGO, IL
(41.79334509500046, -87.63553624499968)"
25-17-318-005-0000,1427,W,109TH,ST,2948,34,MORGAN PARK,RS-3,NOT IN TIF,"1427 W 109TH ST
CHICAGO, IL
(41.6957928490005, -87.65807052199966)"
16-10-102-031-0000,4714,W,HURON,ST,3023,28,AUSTIN,RS-3,NOT IN TIF,"4714 W HURON ST
CHICAGO, IL
(41.89321259200045, -87.74399111199966)"
13-34-406-010-0000,1941,N,KARLOV,AVE,3153,35,HERMOSA,RS-3,NOT IN TIF,"1941 N KARLOV AVE
CHICAGO, IL
(41.91653202000049, -87.72893354999968)"
20-08-316-018-0000,5410,S,JUSTINE,ST,3026,16,NEW CITY,RS-3,NOT IN TIF,"5410 S JUSTINE ST
CHICAGO, IL
(41.79546983500046, -87.66345743999966)"
20-16-414-014-0000,6047,S,LAFAYETTE,AVE,6260,20,WASHINGTON PARK,RS-3,NOT IN TIF,"6047 S LAFAYETTE AVE
CHICAGO, IL
(41.784428404000494, -87.62646230899969)"
25-03-210-001-0000,601,E,88TH,ST,3132,6,CHATHAM,RS-2,NOT IN TIF,"601 E 88TH ST
CHICAGO, IL
(41.73380316900045, -87.60943040299969)"
25-12-447-031-0000,10534,S,HOXIE,AVE,3133,10,SOUTH DEERING,RS-3,NOT IN TIF,"10534 S HOXIE AVE
CHICAGO, IL
(41.70350046200048, -87.56083752599966)"
20-02-107-046-0000,4000,S,LAKE PARK,AVE,10845,4,OAKLAND,RM-5,NOT IN TIF,"4000 S LAKE PARK AVE
CHICAGO, IL
(41.82238841500049, -87.60223430399964)"
20-26-403-025-0000,7528,S,DANTE,AVE,3777,8,SOUTH SHORE,RS-3,NOT IN TIF,"7528 S DANTE AVE
CHICAGO, IL
(41.75786972700047, -87.58958695799964)"
25-02-310-023-0000,9220,S,ELLIS,AVE,4670,8,BURNSIDE,RS-3,NOT IN TIF,"9220 S ELLIS AVE
CHICAGO, IL
(41.72689984900046, -87.59978695599966)"
20-02-113-024-0000,4137,S,DREXEL,AVE,1035,4,OAKLAND,RM-5,NOT IN TIF,"4137 S DREXEL AVE
CHICAGO, IL
(41.81878392900046, -87.60426047599964)"
20-16-200-041-0000,5568,S,SHIELDS,AVE,3010,3,ENGLEWOOD,RS-3,NOT IN TIF,"5568 S SHIELDS AVE
CHICAGO, IL
(41.792858512000464, -87.63414743699968)"
25-16-213-027-0000,10603,S,WENTWORTH,,2915,34,ROSELAND,B1-1,NOT IN TIF,"10603 S WENTWORTH
CHICAGO, IL
(41.70146092300047, -87.62809391099967)"
16-05-422-034-0000,910,N,PARKSIDE,AVE,3112,29,AUSTIN,RS-3,NOT IN TIF,"910 N PARKSIDE AVE
CHICAGO, IL
(41.89705960900045, -87.76669728199965)"
20-36-420-004-0000,8513,S,CRANDON,AVE,3133,8,SOUTH CHICAGO,RS-3,NOT IN TIF,"8513 S CRANDON AVE
CHICAGO, IL
(41.74033084600046, -87.56844373799964)"
25-34-406-013-0000,13400,S,MARYLAND,AVE,5155,9,RIVERDALE,RS-2,NOT IN TIF,"13400 S MARYLAND AVE
CHICAGO, IL
(41.65166045600046, -87.60100722299967)"
25-21-400-035-0000,340,W,116TH,ST,3102,34,WEST PULLMAN,RS-3,NOT IN TIF,"340 W 116TH ST
CHICAGO, IL
(41.68342771300047, -87.63167059399967)"
16-15-123-012-0000,4501,W,GLADYS,AVE,5475,28,WEST GARFIELD PARK,RT-4,NOT IN TIF,"4501 W GLADYS AVE
CHICAGO, IL
(41.87600186700047, -87.73787891999967)"
20-08-122-001-0000,4935,S,LOOMIS,BLVD,2809,20,NEW CITY,RT-4,NOT IN TIF,"4935 S LOOMIS BLVD
CHICAGO, IL
(41.8039209420005, -87.65996774299964)"
20-23-217-022-0000,1553,E,64TH,,770,5,WOODLAWN,B3-5,NOT IN TIF,"1553 E 64TH
CHICAGO, IL
(41.77873733500047, -87.58735849599964)"
16-12-419-008-0000,2561,W,MAYPOLE,AVE,2551,27,NEAR WEST SIDE,M1-1,NOT IN TIF,"2561 W MAYPOLE AVE
CHICAGO, IL
(41.883693140000446, -87.69088981399966)"
16-15-103-035-0000,4406,W,MONROE,ST,3043,28,WEST GARFIELD PARK,RT-4,NOT IN TIF,"4406 W MONROE ST
CHICAGO, IL
(41.8796682200005, -87.73578156099967)"
25-22-103-041-0000,11117,S,EDGEBROOK,AVE,3522,9,ROSELAND,RT-4,NOT IN TIF,"11117 S EDGEBROOK AVE
CHICAGO, IL
(41.88425074000048, -87.63244574499964)"
26-30-306-034-0000,2956,E,127,ST,6383,10,SOUTH DEERING,RS-2,NOT IN TIF,"2956 E 127 ST
CHICAGO, IL
(41.664668565000454, -87.55097053699967)"
20-08-218-043-0000,908,W,50TH,PL,3115,20,NEW CITY,RS-3,NOT IN TIF,"908 W 50TH PL
CHICAGO, IL
(41.80337794600047, -87.64828073599966)"
20-08-301-030-0000,5116,S,LAFLIN,ST,2988,20,NEW CITY,RS-3,NOT IN TIF,"5116 S LAFLIN ST
CHICAGO, IL
(41.80083946900049, -87.66236738199967)"
25-09-328-010-0000,10200,S,PARNELL,AVE,2996,9,WASHINGTON HEIGHTS,RS-2,NOT IN TIF,"10200 S PARNELL AVE
CHICAGO, IL
(41.70869955800049, -87.63683742599966)"
20-08-417-002-0000,5303,S,ABERDEEN,ST,3102,20,NEW CITY,RS-3,NOT IN TIF,"5303 S ABERDEEN ST
CHICAGO, IL
(41.797651105000455, -87.65248425999965)"
20-07-430-035-0000,5438,S,MARSHFIELD,AVE,3115,16,NEW CITY,RS-3,NOT IN TIF,"5438 S MARSHFIELD AVE
CHICAGO, IL
(41.79474121700048, -87.66584041999965)"
20-02-120-012-0000,927,E,42ND,PL,3963,4,OAKLAND,RM-5,NOT IN TIF,"927 E 42ND PL
CHICAGO, IL
(41.81796352800046, -87.60304099999968)"
